"TXN_CL_ID","TXN_CL_CD","TXN_CL_DESC","TXN_TP_CD","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
1005870,"251       ",COMM. DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006164,"130       ",ABM MINI-STATEMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006132,"893       ",RETURNED NSF CHEQUE,N         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006049,"430       ",BILL PAYMENT,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006143,"908       ",FUNDS NOT CLEARED,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006244,"658       ",SERVICE CHARGE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1005876,"257       ",DIVIDEND,D         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006181,"193       ",INTERAC DIRECT PAYMT SC,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006098,"707       ",COMMERCIAL LOANS,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006002,"383       ",CORPORATE TAXES,U         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
1006094,"703       ",COMMERCIAL AUTO INSURANCE,W         ,2014-07-10-15.38.38.000000,2014-07-10-15.38.38.000000
